u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,junction,tunnel
201670478,250933137,0,23195708,False,,,Calle 64,residential,40,132.462,"LINESTRING (-57.9222474 -34.9106969, -57.9231689 -34.9116178)",,
201670478,201670479,0,640736506,False,4,RP11,Avenida 122,primary,60,138.478,"LINESTRING (-57.9222474 -34.9106969, -57.9211646 -34.9115701)",,
201670478,1481195739,0,278863437,False,4,RP11,Avenida 122,primary,60,182.57,"LINESTRING (-57.9222474 -34.9106969, -57.9227409 -34.9103033, -57.9237321 -34.9095962)",,
201670479,250933136,0,23200906,True,,,Calle 65,residential,40,131.652,"LINESTRING (-57.9211646 -34.9115701, -57.9220681 -34.9124936)",,
201670479,201670478,0,640736506,False,4,RP11,Avenida 122,primary,60,138.478,"LINESTRING (-57.9211646 -34.9115701, -57.9222474 -34.9106969)",,
201670479,670440991,0,640736506,False,4,RP11,Avenida 122,primary,60,128.128,"LINESTRING (-57.9211646 -34.9115701, -57.9200971 -34.9123194)",,
201670486,2021515342,0,271845557,False,4,RP11,Avenida 122,primary,60,18.56,"LINESTRING (-57.9187707 -34.9133088, -57.9189214 -34.9131966)",,
201670486,201670487,0,271845557,False,4,RP11,Avenida 122,primary,60,142.69,"LINESTRING (-57.9187707 -34.9133088, -57.9176121 -34.9141714)",,
201670487,250933134,0,191567181,True,,,Calle 68,residential,40,138.263,"LINESTRING (-57.9176121 -34.9141714, -57.9186444 -34.9150822)",,
201670487,201670486,0,271845557,False,4,RP11,Avenida 122,primary,60,142.69,"LINESTRING (-57.9176121 -34.9141714, -57.9187707 -34.9133088)",,
201670487,201670490,0,391072568,False,4,RP11,Avenida 122,primary,60,135.831,"LINESTRING (-57.9176121 -34.9141714, -57.916546 -34.9150246)",,
201670490,201670487,0,391072568,False,4,RP11,Avenida 122,primary,60,135.831,"LINESTRING (-57.916546 -34.9150246, -57.9176121 -34.9141714)",,
201670490,201670492,0,391072568,False,4,RP11,Avenida 122,primary,60,136.402,"LINESTRING (-57.916546 -34.9150246, -57.9154031 -34.9158161)",,
201670492,250933131,0,23200902,True,,,Calle 70,residential,40,135.725,"LINESTRING (-57.9154031 -34.9158161, -57.9163787 -34.916738)",,
201670492,201670490,0,391072568,False,4,RP11,Avenida 122,primary,60,136.402,"LINESTRING (-57.9154031 -34.9158161, -57.916546 -34.9150246)",,
201670492,201670496,0,391072568,False,4,RP11,Avenida 122,primary,60,141.03,"LINESTRING (-57.9154031 -34.9158161, -57.9142869 -34.9166941)",,
201670496,201670492,0,391072568,False,4,RP11,Avenida 122,primary,60,141.03,"LINESTRING (-57.9142869 -34.9166941, -57.9154031 -34.9158161)",,
201670496,250933117,0,391072568,False,4,RP11,Avenida 122,primary,60,139.443,"LINESTRING (-57.9142869 -34.9166941, -57.9131672 -34.9175483)",,
221488282,221488284,0,285554573,True,2,,Avenida 44,secondary,60,137.284,"LINESTRING (-57.9788432 -34.9322499, -57.9778358 -34.9313322)",,
221488282,2009737999,0,285554853,True,,,Calle 30,residential,40,9.814,"LINESTRING (-57.9788432 -34.9322499, -57.9789237 -34.9321913)",,
221488284,639647631,0,285554573,True,2,,Avenida 44,secondary,60,137.165,"LINESTRING (-57.9778358 -34.9313322, -57.9768305 -34.9304144)",,
221488284,253398173,0,285554849,True,,,Calle 29,residential,40,137.974,"LINESTRING (-57.9778358 -34.9313322, -57.9767146 -34.9321657)",,
221488287,221488288,0,285554582,True,2,,Avenida 44,secondary,60,138.624,"LINESTRING (-57.975797 -34.9294749, -57.9747838 -34.9285453)",,
221488287,253398170,0,285554842,True,,,Calle 27,residential,40,137.84,"LINESTRING (-57.975797 -34.9294749, -57.9746777 -34.9303083)",,
221488288,253099863,0,285554582,True,2,,Avenida 44,secondary,60,63.84,"LINESTRING (-57.9747838 -34.9285453, -57.9743017 -34.9281289)",,
221488288,253398169,0,285554838,True,,,Calle 26,residential,40,138.293,"LINESTRING (-57.9747838 -34.9285453, -57.9736577 -34.9293786)",,
244466893,2756694097,0,481920532,True,2,,Plaza Dardo Rocha,secondary,40,47.617,"LINESTRING (-57.9407823 -34.9213269, -57.9406173 -34.9209206)",circular,
244466895,249767782,0,23199629,True,,,Diagonal 112,residential,40,111.722,"LINESTRING (-57.9347862 -34.9251314, -57.9348419 -34.9241277)",,
244466895,244466923,0,482360189,True,2,,Plaza España,secondary,,59.697,"LINESTRING (-57.9347862 -34.9251314, -57.935234 -34.9255231)",,
244466897,250850678,0,482360188,True,2,,Plaza España,secondary,,57.736000000000004,"LINESTRING (-57.9341571 -34.9263227, -57.9340732 -34.9262496, -57.933725 -34.9259431)",,
244466898,244466897,0,285554626,True,2,,Avenida 7,secondary,60,76.227,"LINESTRING (-57.9335375 -34.926783, -57.9341571 -34.9263227)",,
244466898,249767785,0,285555013,True,,,Calle 67,residential,40,138.8,"LINESTRING (-57.9335375 -34.926783, -57.9325175 -34.9258563)",,
244466899,2761285314,0,285554659,True,3,055-10,Avenida 72,primary,60,11.821,"LINESTRING (-57.9278938 -34.9309742, -57.9279803 -34.9310534)",,
244466899,250913957,0,285554632,True,2,,Avenida 7,secondary,60,138.40200000000002,"LINESTRING (-57.9278938 -34.9309742, -57.9279847 -34.9309067, -57.929019 -34.9301386)",,
244466923,2761285304,0,482360191,True,2,,Plaza España,secondary,,12.744,"LINESTRING (-57.935234 -34.9255231, -57.9353275 -34.9256083)",,
244466923,250850686,0,23102935,True,2,,Avenida 7,secondary,,79.214,"LINESTRING (-57.935234 -34.9255231, -57.9357469 -34.9251447, -57.9358799 -34.9250466)",,
244466924,249417754,0,23199630,True,,,Diagonal 111,residential,40,112.43,"LINESTRING (-57.9357501 -34.9260098, -57.9369816 -34.9260632)",,
244466924,2760842271,0,482360193,True,2,,Plaza España,secondary,,55.139,"LINESTRING (-57.9357501 -34.9260098, -57.9353904 -34.9262646, -57.9352933 -34.9263348)",,
244466925,249417798,0,23199631,True,,,Diagonal 112,residential,40,113.596,"LINESTRING (-57.934685 -34.9267922, -57.9346464 -34.9278133)",,
244466925,2761285305,0,482360190,True,2,,Plaza España,secondary,,59.181,"LINESTRING (-57.934685 -34.9267922, -57.9343476 -34.9264916, -57.9342442 -34.9264015)",,
244467796,2760842131,0,481920539,True,2,,Plaza Dardo Rocha,secondary,40,38.357,"LINESTRING (-57.9424993 -34.9210697, -57.942413 -34.9212553, -57.9423261 -34.9213831)",circular,
244467798,2761285294,0,"[354880883, 481920525]",True,2,,Plaza Dardo Rocha,secondary,40,65.842,"LINESTRING (-57.9417415 -34.9216484, -57.9415188 -34.9216153, -57.941369 -34.9215822, -57.941207 -34.9215444, -57.9410415 -34.9215052)",circular,
244467811,2761285292,0,481920554,True,2,,Plaza Dardo Rocha,secondary,40,27.151,"LINESTRING (-57.9421742 -34.9202789, -57.942373 -34.9204607)",circular,
244467811,249417905,0,265789059,True,2,,Avenida 7,secondary,60,59.765,"LINESTRING (-57.9421742 -34.9202789, -57.9423041 -34.9202602, -57.9423686 -34.9202271, -57.9427037 -34.9199839)",,
244467846,249416057,0,23156981,True,2,,Avenida 44,secondary,60,70.891,"LINESTRING (-57.960869 -34.915868, -57.9603481 -34.9153947)",,
244467846,1868768403,0,271114481,True,3,,Plaza Juan José Paso,secondary,40,13.524,"LINESTRING (-57.960869 -34.915868, -57.9609791 -34.9157865)",,
244467847,250852648,0,23128276,True,2,,Avenida 13,secondary,60,62.199,"LINESTRING (-57.9620469 -34.9157916, -57.9625534 -34.9154169)",,
244467847,2761285442,0,23128277,True,3,,Plaza Juan José Paso,secondary,,11.024,"LINESTRING (-57.9620469 -34.9157916, -57.9621279 -34.9158652)",,
244468498,2760842484,0,270886904,True,,,Calle 37,secondary,40,8.045,"LINESTRING (-57.9827705 -34.9225382, -57.9828303 -34.9225914)",,
244468498,6137940597,0,285554693,True,2,,Diagonal 73,secondary,,11.884,"LINESTRING (-57.9827705 -34.9225382, -57.9829008 -34.922541)",,
244468500,4501753497,0,285554701,True,1,,Diagonal 73,secondary,40,12.123,"LINESTRING (-57.9783006 -34.9223423, -57.9784332 -34.9223504)",,
244468500,253099817,0,270886897,True,,,Calle 39,residential,40,130.966,"LINESTRING (-57.9783006 -34.9223423, -57.9782364 -34.9222832, -57.9773453 -34.9214627)",,
247699543,251045745,0,"[827767885, 53145357]",True,"['3', '1']",055-10,"['Avenida 1', 'Avenida 32']",secondary,60,262.53999999999996,"LINESTRING (-57.9617367 -34.8931934, -57.9623916 -34.893714, -57.9624509 -34.8937613, -57.9630123 -34.8942755, -57.9632053 -34.8944522, -57.9632 -34.8944851, -57.9627263 -34.8948492, -57.9626636 -34.8948573)",,
247699543,2832094924,0,"[741720426, 741720427, 308311826]",True,,,Avenida 32,primary,,374.791,"LINESTRING (-57.9617367 -34.8931934, -57.9622023 -34.893715, -57.9630657 -34.8945164, -57.9633076 -34.8947293, -57.9639646 -34.8953347, -57.9644895 -34.895682)",,yes
247699544,1512680091,0,385778687,True,2,055-10,Avenida 32,primary,60,15.372,"LINESTRING (-57.9601771 -34.8917384, -57.9602795 -34.8918482)",,
247699547,247699555,0,330603903,True,2,055-10,Avenida 32,primary,60,135.888,"LINESTRING (-57.9581965 -34.8899088, -57.9590489 -34.8907589, -57.9591522 -34.8908458)",,
247699555,247699544,0,330603903,True,2,055-10,Avenida 32,primary,60,136.56199999999998,"LINESTRING (-57.9591522 -34.8908458, -57.960115 -34.8917061, -57.9601771 -34.8917384)",,
247699556,247699543,0,385778688,True,2,055-10,Avenida 32,primary,60,100.37400000000001,"LINESTRING (-57.9610374 -34.8924964, -57.9616609 -34.8931201, -57.9617367 -34.8931934)",,
247699569,251045773,0,23208774,True,,,Calle 36,residential,40,136.874,"LINESTRING (-57.9515713 -34.8922617, -57.9505827 -34.8913356)",,
247699569,247699571,0,327354179,True,2,,Calle 120,primary,40,137.412,"LINESTRING (-57.9515713 -34.8922617, -57.9505788 -34.8929737, -57.95044 -34.8930778)",,
247699571,2760841982,0,327354179,True,2,,Calle 120,primary,40,134.298,"LINESTRING (-57.95044 -34.8930778, -57.949368 -34.8939058)",,
247699572,247699592,0,327354179,True,2,,Calle 120,primary,40,139.131,"LINESTRING (-57.954964 -34.8897244, -57.9538575 -34.8905857)",,
247699576,247699569,0,327354179,True,2,,Calle 120,primary,40,139.215,"LINESTRING (-57.9527007 -34.8914195, -57.9515713 -34.8922617)",,
247699592,251045775,0,22984927,True,,,Calle 34,residential,40,137.153,"LINESTRING (-57.9538575 -34.8905857, -57.9528412 -34.8896766)",,
247699592,247699576,0,327354179,True,2,,Calle 120,primary,40,140.45600000000002,"LINESTRING (-57.9538575 -34.8905857, -57.9532031 -34.8910566, -57.9527007 -34.8914195)",,
247703669,251045771,0,23208770,True,2,RP13,Camino Rivadavia,secondary,,108.824,"LINESTRING (-57.9547364 -34.8882845, -57.954932 -34.8883675, -57.9552291 -34.8885321, -57.9553686 -34.8885714, -57.9555017 -34.8885935, -57.9556079 -34.8885964, -57.9557188 -34.8885792, -57.9558216 -34.8885428)",,
247703669,201648505,0,23208771,False,2,RP13,Camino Rivadavia,secondary,,140.523,"LINESTRING (-57.9547364 -34.8882845, -57.9546194 -34.8882225, -57.9537127 -34.8876971, -57.9534794 -34.8875541)",,
247703676,2760842067,0,287312679,False,2,055-10,Boulevard 83,residential,60,12.702,"LINESTRING (-57.956384 -34.8917203, -57.9565232 -34.8917238)",,
247703676,254340977,0,841505968,True,2,055-10,Boulevard 83,residential,60,65.169,"LINESTRING (-57.956384 -34.8917203, -57.95567 -34.8917428)",,
247703676,6137494423,0,287312710,True,2,,Diagonal 74,primary,60,58.081,"LINESTRING (-57.956384 -34.8917203, -57.9564044 -34.8914378, -57.9564199 -34.8911988)",,
247703677,4771931496,0,452152424,True,2,,Diagonal 74,secondary,60,12.054,"LINESTRING (-57.9561962 -34.8947042, -57.9561969 -34.8945958)",,
247703677,251045762,0,463705550,True,,,Calle 117,residential,40,129.661,"LINESTRING (-57.9561962 -34.8947042, -57.9551416 -34.8954862)",,
247703727,247703728,0,386877224,True,3,055-10,Avenida 32,primary,60,97.58200000000001,"LINESTRING (-57.9647975 -34.8959619, -57.9654603 -34.8965652, -57.9655138 -34.8966138)",,
247703728,247703729,0,386877224,True,3,055-10,Avenida 32,primary,60,112.488,"LINESTRING (-57.9655138 -34.8966138, -57.9661915 -34.8972307, -57.966332 -34.8973706)",,
247703729,2832094932,0,137954078,True,,,,primary_link,,70.649,"LINESTRING (-57.966332 -34.8973706, -57.9660665 -34.8975621, -57.9659285 -34.8976153, -57.9656649 -34.8975729)",,
247703729,247703730,0,283708198,True,3,055-10,Avenida 32,primary,60,104.83699999999999,"LINESTRING (-57.966332 -34.8973706, -57.9663978 -34.8974314, -57.9670947 -34.898076)",,
247703730,253882918,0,283708198,True,3,055-10,Avenida 32,primary,60,99.075,"LINESTRING (-57.9670947 -34.898076, -57.9671628 -34.8981404, -57.9676872 -34.8986363, -57.9677297 -34.8986765, -57.9678065 -34.8987491)",,
247703731,249342991,0,283288164,True,3,055-10,Avenida 32,primary,60,99.90199999999999,"LINESTRING (-57.9686437 -34.899442, -57.9690269 -34.8998055, -57.9692503 -34.9000069, -57.9692901 -34.9000449, -57.9693647 -34.9001183)",,
247703760,249417474,0,272925104,True,,,Calle 8,residential,40,141.275,"LINESTRING (-57.969956 -34.9015366, -57.9688058 -34.9023877)",,
247703760,2761285240,0,283288158,True,3,055-10,Avenida 32,primary,60,136.506,"LINESTRING (-57.969956 -34.9015366, -57.969089 -34.9007483, -57.9690485 -34.900709, -57.9689554 -34.9006236)",,
247782460,247782466,0,278134865,True,3,055-10,Boulevard 83,primary,60,151.543,"LINESTRING (-57.9603258 -34.8933052, -57.9588017 -34.8927624)",,
247782466,251045751,0,137954082,True,,,Calle 117,residential,40,35.939,"LINESTRING (-57.9588017 -34.8927624, -57.9585152 -34.8929843)",,
247782466,251045752,0,278134867,True,3,055-10,Boulevard 83,primary,60,66.571,"LINESTRING (-57.9588017 -34.8927624, -57.9585233 -34.892668, -57.9581013 -34.8926063)",,
247782466,251045737,0,287312812,True,2,,Calle 117,tertiary,40,75.816,"LINESTRING (-57.9588017 -34.8927624, -57.9590596 -34.8925698, -57.9594165 -34.8923035)",,
247782478,251045749,0,23208785,True,,,Calle 115,residential,40,131.586,"LINESTRING (-57.9615975 -34.8940292, -57.9605278 -34.8948233)",,
247782478,247782460,0,312521879,True,3,055-10,Boulevard 83,secondary,60,141.349,"LINESTRING (-57.9615975 -34.8940292, -57.9611916 -34.893763, -57.9603258 -34.8933052)",,
247782479,249718497,0,303073338,True,,,Calle 2,residential,40,139.409,"LINESTRING (-57.9626553 -34.89678, -57.9615214 -34.8976208)",,
247782479,249718487,0,759399404,True,,,Calle 33,residential,40,136.67,"LINESTRING (-57.9626553 -34.89678, -57.9636575 -34.8976938)",,
247782480,253099864,0,272846175,True,2,,Plaza 19 de Noviembre,secondary,40,4.957,"LINESTRING (-57.9731116 -34.928095, -57.9730716 -34.9280648)",,
247782480,3993956776,0,759399405,True,2,,Avenida 25,secondary,60,58.403,"LINESTRING (-57.9731116 -34.928095, -57.9726398 -34.9284503)",,
247782501,6137494426,0,22984926,False,,,Calle 33,residential,40,7.335,"LINESTRING (-57.9565019 -34.8911394, -57.9565552 -34.8911888)",,
247782501,6137494424,0,22984926,False,,,Calle 33,residential,40,10.134,"LINESTRING (-57.9565019 -34.8911394, -57.9564282 -34.8910712)",,
247782501,6137494423,0,23486067,False,,,Calle 119,residential,40,9.978,"LINESTRING (-57.9565019 -34.8911394, -57.9564199 -34.8911988)",,
247782501,6137494425,0,23486067,False,,,Calle 119,residential,40,7.163,"LINESTRING (-57.9565019 -34.8911394, -57.9565607 -34.8910967)",,
247782502,6137494424,0,885237981,True,,,Calle 33,residential,40,128.436,"LINESTRING (-57.955495 -34.8902062, -57.9564282 -34.8910712)",,
247782502,3782324202,0,22978610,True,,,Calle 120,residential,40,124.99499999999999,"LINESTRING (-57.955495 -34.8902062, -57.955551 -34.8901643, -57.9565042 -34.8894457)",,
247782503,6137494426,0,22984926,False,,,Calle 33,residential,40,98.329,"LINESTRING (-57.9572697 -34.891851, -57.9565552 -34.8911888)",,
247782503,2760842067,0,287312679,False,2,055-10,Boulevard 83,residential,60,69.539,"LINESTRING (-57.9572697 -34.891851, -57.9565232 -34.8917238)",,
247782503,251045738,0,287312679,False,2,055-10,Boulevard 83,residential,60,41.798,"LINESTRING (-57.9572697 -34.891851, -57.957716 -34.8919364)",,
247782504,247782502,0,22978610,True,,,Calle 120,residential,40,141.637,"LINESTRING (-57.9543479 -34.8910648, -57.955495 -34.8902062)",,
247782504,247699592,0,22984927,True,,,Calle 34,residential,40,69.56,"LINESTRING (-57.9543479 -34.8910648, -57.9538575 -34.8905857)",,
247782505,247782504,0,22984927,True,,,Calle 34,residential,40,109.155,"LINESTRING (-57.955134 -34.891805, -57.9543479 -34.8910648)",,
247782505,247782504,1,"[841505968, 23208778, 22978610]",True,2,055-10,"['Boulevard 83', 'Calle 120', 'Calle 35']",residential,"['40', '60']",317.15,"LINESTRING (-57.955134 -34.891805, -57.9534058 -34.8920314, -57.953246 -34.8918896, -57.9543479 -34.8910648)",,
247814503,2761285241,0,285554854,True,,,Calle 33,residential,40,8.734,"LINESTRING (-57.9677219 -34.9013994, -57.9677847 -34.9014587)",,
247814503,249343000,0,285554609,True,2,,Avenida 7,secondary,60,141.01500000000001,"LINESTRING (-57.9677219 -34.9013994, -57.9687962 -34.9006046, -57.9688699 -34.9005498)",,
247814527,247814503,0,285554636,True,2,,Avenida 7,secondary,60,139.092,"LINESTRING (-57.9665869 -34.902235, -57.9677219 -34.9013994)",,
247814527,249718465,0,285554860,True,,,Calle 34,residential,40,138.461,"LINESTRING (-57.9665869 -34.902235, -57.965571 -34.9013096)",,
247814529,247814527,0,285554636,True,2,,Avenida 7,secondary,60,138.936,"LINESTRING (-57.9654565 -34.9030727, -57.9665869 -34.902235)",,
247814529,2761285245,0,285554864,True,,,Calle 35,residential,40,10.99,"LINESTRING (-57.9654565 -34.9030727, -57.9655372 -34.9031461)",,
247814531,247814529,0,285554627,True,2,,Avenida 7,secondary,60,137.098,"LINESTRING (-57.9643407 -34.903899, -57.9654565 -34.9030727)",,
247814531,249718463,0,285554872,True,,,Calle 36,residential,40,138.627,"LINESTRING (-57.9643407 -34.903899, -57.9633249 -34.9029715)",,
247814533,247814531,0,285554627,True,2,,Avenida 7,secondary,60,138.578,"LINESTRING (-57.9632138 -34.9047351, -57.9643407 -34.903899)",,
247814533,2761285249,0,285554875,True,,,Calle 37,residential,40,11.482,"LINESTRING (-57.9632138 -34.9047351, -57.9632981 -34.9048118)",,
247814535,247814533,0,285554616,True,2,,Avenida 7,secondary,60,73.978,"LINESTRING (-57.9626114 -34.9051807, -57.9632138 -34.9047351)",,
247814535,2761285250,0,481294404,True,2,,Plaza General Olazábal,secondary,40,11.496,"LINESTRING (-57.9626114 -34.9051807, -57.9626958 -34.9052575)",,
247814537,249718529,0,285554773,True,2,,Plaza General Olazábal,secondary,40,61.013,"LINESTRING (-57.9615156 -34.9059915, -57.9614563 -34.9059382, -57.9611767 -34.9056636, -57.9611078 -34.9055591)",,
247814537,247814535,0,287312630,True,2,,Avenida 7,secondary,60,134.58700000000002,"LINESTRING (-57.9615156 -34.9059915, -57.9615996 -34.9059293, -57.9625369 -34.9052359, -57.9626114 -34.9051807)",,
247814539,247814537,0,285554642,True,2,,Avenida 7,secondary,60,79.244,"LINESTRING (-57.9608704 -34.9064689, -57.9615156 -34.9059915)",,
247814539,249718459,0,285554883,True,,,Calle 39,residential,40,138.822,"LINESTRING (-57.9608704 -34.9064689, -57.9598507 -34.9055419)",,
247814540,247814539,0,285554642,True,2,,Avenida 7,secondary,60,138.63,"LINESTRING (-57.9597416 -34.907304, -57.9608704 -34.9064689)",,
247814540,2761285255,0,285554895,True,,,Calle 40,residential,40,11.482,"LINESTRING (-57.9597416 -34.907304, -57.9598259 -34.9073807)",,
247814542,2761285258,0,285554901,True,,,Calle 41,residential,40,11.488,"LINESTRING (-57.958627 -34.9081286, -57.9587114 -34.9082053)",,
247814542,247814540,0,285554618,True,,,Avenida 7,secondary,60,136.88500000000002,"LINESTRING (-57.958627 -34.9081286, -57.9596208 -34.9073933, -57.9597416 -34.907304)",,
247814544,247814542,0,285554622,True,,,Avenida 7,secondary,60,137.93,"LINESTRING (-57.9575039 -34.9089595, -57.958627 -34.9081286)",,
247814544,249718456,0,285554908,True,,,Calle 42,residential,30,138.818,"LINESTRING (-57.9575039 -34.9089595, -57.9564841 -34.9080326)",,
247814546,2761285262,0,285554913,True,,,Calle 43,residential,40,11.488,"LINESTRING (-57.9563712 -34.9097975, -57.9564556 -34.9098742)",,
